contractid,planid,premium,premium_partc,premium_partd,year,county
H5302,12,NA,0,21.8,2022,Fayette
H5322,30,NA,0,32.4,2022,Fayette
H5422,7,NA,0,32.4,2022,Fayette
H5422,15,NA,NA,0,2022,Fayette
H5422,16,NA,0,32.4,2022,Fayette
H6672,1,NA,0,32.4,2022,Fayette
H6672,3,NA,0,0,2022,Fayette
H7173,1,NA,0,32.4,2022,Fayette
H7728,11,NA,0,32.4,2022,Fayette
H8093,1,NA,0,32.4,2022,Fayette
H8093,2,NA,0,32.4,2022,Fayette
H8390,16,NA,0,32.4,2022,Fayette
R2604,2,NA,0,9.2,2022,Fayette
R2604,3,NA,1.8,17.2,2022,Fayette
H0111,4,NA,0,32.4,2022,Floyd
H0439,2,NA,0,30.4,2022,Floyd
H0439,12,NA,0,30.4,2022,Floyd
H0710,33,NA,0,32.4,2022,Floyd
H1112,6,NA,0,32.4,2022,Floyd
H1112,33,NA,0,32.4,2022,Floyd
H2228,13,NA,0,32.4,2022,Floyd
H3256,1,NA,0,32.4,2022,Floyd
H3256,2,NA,0,32.4,2022,Floyd
H3291,1,NA,0,32.4,2022,Floyd
H4141,3,NA,0,23.9,2022,Floyd
H5216,205,NA,0,28.4,2022,Floyd
H5216,206,NA,0,25.8,2022,Floyd
H5216,242,NA,0,23,2022,Floyd
H5216,246,NA,0,0,2022,Floyd
H5322,30,NA,0,32.4,2022,Floyd
R2604,2,NA,0,9.2,2022,Floyd
R2604,3,NA,1.8,17.2,2022,Floyd
H0111,4,NA,0,32.4,2022,Forsyth
H0439,2,NA,0,30.4,2022,Forsyth
H0439,12,NA,0,30.4,2022,Forsyth
H0710,33,NA,0,32.4,2022,Forsyth
H1112,6,NA,0,32.4,2022,Forsyth
H1112,33,NA,0,32.4,2022,Forsyth
H1170,8,NA,0,29,2022,Forsyth
H3256,1,NA,0,32.4,2022,Forsyth
H3256,2,NA,0,32.4,2022,Forsyth
H3291,1,NA,0,32.4,2022,Forsyth
H3291,2,NA,0,32.4,2022,Forsyth
H4141,3,NA,0,23.9,2022,Forsyth
H5216,205,NA,0,28.4,2022,Forsyth
H5216,206,NA,0,25.8,2022,Forsyth
H5216,242,NA,0,23,2022,Forsyth
H5216,246,NA,0,0,2022,Forsyth
H5302,12,NA,0,21.8,2022,Forsyth
H5322,4,NA,0,32.4,2022,Forsyth
H5322,30,NA,0,32.4,2022,Forsyth
H5422,7,NA,0,32.4,2022,Forsyth
H5422,16,NA,0,32.4,2022,Forsyth
H6672,1,NA,0,32.4,2022,Forsyth
H6672,3,NA,0,0,2022,Forsyth
H7173,1,NA,0,32.4,2022,Forsyth
H7728,11,NA,0,32.4,2022,Forsyth
H8390,16,NA,0,32.4,2022,Forsyth
R2604,2,NA,0,9.2,2022,Forsyth
R2604,3,NA,1.8,17.2,2022,Forsyth
H0111,4,NA,0,32.4,2022,Franklin
H0439,2,NA,0,30.4,2022,Franklin
H0439,12,NA,0,30.4,2022,Franklin
H1112,6,NA,0,32.4,2022,Franklin
H1112,33,NA,0,32.4,2022,Franklin
H3256,1,NA,0,32.4,2022,Franklin
H3256,2,NA,0,32.4,2022,Franklin
H4141,3,NA,0,23.9,2022,Franklin
H5216,205,NA,0,28.4,2022,Franklin
H5216,206,NA,0,25.8,2022,Franklin
H5216,242,NA,0,23,2022,Franklin
H6672,1,NA,0,32.4,2022,Franklin
H6672,3,NA,0,0,2022,Franklin
H8093,1,NA,0,32.4,2022,Franklin
H8093,2,NA,0,32.4,2022,Franklin
R2604,2,NA,0,9.2,2022,Franklin
R2604,3,NA,1.8,17.2,2022,Franklin
H0111,4,NA,0,32.4,2022,Fulton
H0439,2,NA,0,30.4,2022,Fulton
H0439,12,NA,0,30.4,2022,Fulton
H0710,33,NA,0,32.4,2022,Fulton
H0710,54,NA,0,32.4,2022,Fulton
H1112,6,NA,0,32.4,2022,Fulton
H1112,33,NA,0,32.4,2022,Fulton
H1112,37,NA,0,0,2022,Fulton
H1170,8,NA,0,29,2022,Fulton
H1748,3,NA,0,0,2022,Fulton
H1748,4,NA,0,0,2022,Fulton
H1748,5,NA,0,32.4,2022,Fulton
H2228,13,NA,0,32.4,2022,Fulton
H2228,44,NA,0,32.4,2022,Fulton
H3256,1,NA,0,32.4,2022,Fulton
H3256,2,NA,0,32.4,2022,Fulton
H3291,1,NA,0,32.4,2022,Fulton
H3291,2,NA,0,32.4,2022,Fulton
H4141,3,NA,0,23.9,2022,Fulton
H5216,205,NA,0,28.4,2022,Fulton
H5216,206,NA,0,25.8,2022,Fulton
H5216,240,NA,0,24.2,2022,Fulton
H5216,242,NA,0,23,2022,Fulton
H5216,246,NA,0,0,2022,Fulton
H5302,12,NA,0,21.8,2022,Fulton
H5322,30,NA,0,32.4,2022,Fulton
H5422,7,NA,0,32.4,2022,Fulton
H5422,16,NA,0,32.4,2022,Fulton
H7173,1,NA,0,32.4,2022,Fulton
H7728,11,NA,0,32.4,2022,Fulton
H8390,15,NA,0,32.4,2022,Fulton
R2604,2,NA,0,9.2,2022,Fulton
R2604,3,NA,1.8,17.2,2022,Fulton
H0111,4,NA,0,32.4,2022,Gilmer
H1112,6,NA,0,32.4,2022,Gilmer
H1112,33,NA,0,32.4,2022,Gilmer
H3256,1,NA,0,32.4,2022,Gilmer
H3256,2,NA,0,32.4,2022,Gilmer
H5216,205,NA,0,28.4,2022,Gilmer
H5216,206,NA,0,25.8,2022,Gilmer
H5422,7,NA,0,32.4,2022,Gilmer
H7728,11,NA,0,32.4,2022,Gilmer
H8093,1,NA,0,32.4,2022,Gilmer
H8093,2,NA,0,32.4,2022,Gilmer
R2604,2,NA,0,9.2,2022,Gilmer
R2604,3,NA,1.8,17.2,2022,Gilmer
H0111,4,NA,0,32.4,2022,Glascock
H1112,6,NA,0,32.4,2022,Glascock
H1112,33,NA,0,32.4,2022,Glascock
H3256,1,NA,0,32.4,2022,Glascock
H3256,2,NA,0,32.4,2022,Glascock
H4141,3,NA,0,23.9,2022,Glascock
H5216,205,NA,0,28.4,2022,Glascock
H5216,206,NA,0,25.8,2022,Glascock
H5216,242,NA,0,23,2022,Glascock
H5322,30,NA,0,32.4,2022,Glascock
H5422,7,NA,0,32.4,2022,Glascock
H7728,11,NA,0,32.4,2022,Glascock
H8093,1,NA,0,32.4,2022,Glascock
H8093,2,NA,0,32.4,2022,Glascock
R2604,2,NA,0,9.2,2022,Glascock
R2604,3,NA,1.8,17.2,2022,Glascock
H0111,4,NA,0,32.4,2022,Glynn
H1112,6,NA,0,32.4,2022,Glynn
H1112,33,NA,0,32.4,2022,Glynn
H5216,205,NA,0,28.4,2022,Glynn
H5216,206,NA,0,25.8,2022,Glynn
H5302,14,NA,0,25.7,2022,Glynn
R2604,2,NA,0,9.2,2022,Glynn
R2604,3,NA,1.8,17.2,2022,Glynn
H0111,4,NA,0,32.4,2022,Gordon
H0439,2,NA,0,30.4,2022,Gordon
H0439,12,NA,0,30.4,2022,Gordon
H0710,33,NA,0,32.4,2022,Gordon
H1112,6,NA,0,32.4,2022,Gordon
H1112,33,NA,0,32.4,2022,Gordon
H2228,13,NA,0,32.4,2022,Gordon
H3256,1,NA,0,32.4,2022,Gordon
H3256,2,NA,0,32.4,2022,Gordon
H4141,3,NA,0,23.9,2022,Gordon
H5216,205,NA,0,28.4,2022,Gordon
H5216,206,NA,0,25.8,2022,Gordon
H5216,242,NA,0,23,2022,Gordon
H5216,246,NA,0,0,2022,Gordon
H8093,1,NA,0,32.4,2022,Gordon
H8093,2,NA,0,32.4,2022,Gordon
R2604,2,NA,0,9.2,2022,Gordon
R2604,3,NA,1.8,17.2,2022,Gordon
H0111,4,NA,0,32.4,2022,Grady
H1112,6,NA,0,32.4,2022,Grady
H1112,33,NA,0,32.4,2022,Grady
H3256,1,NA,0,32.4,2022,Grady
H3256,2,NA,0,32.4,2022,Grady
H5216,205,NA,0,28.4,2022,Grady
H5216,206,NA,0,25.8,2022,Grady
H5322,30,NA,0,32.4,2022,Grady
R2604,2,NA,0,9.2,2022,Grady
R2604,3,NA,1.8,17.2,2022,Grady
H0111,4,NA,0,32.4,2022,Greene
H0439,2,NA,0,30.4,2022,Greene
H0439,12,NA,0,30.4,2022,Greene
H1112,6,NA,0,32.4,2022,Greene
H1112,33,NA,0,32.4,2022,Greene
H3256,1,NA,0,32.4,2022,Greene
H3256,2,NA,0,32.4,2022,Greene
H3291,2,NA,0,32.4,2022,Greene
H4141,3,NA,0,23.9,2022,Greene
H5216,205,NA,0,28.4,2022,Greene
H5216,206,NA,0,25.8,2022,Greene
H5216,242,NA,0,23,2022,Greene
H5322,30,NA,0,32.4,2022,Greene
H5422,7,NA,0,32.4,2022,Greene
H6672,1,NA,0,32.4,2022,Greene
H6672,3,NA,0,0,2022,Greene
H7173,1,NA,0,32.4,2022,Greene
H7728,11,NA,0,32.4,2022,Greene
H8093,1,NA,0,32.4,2022,Greene
H8093,2,NA,0,32.4,2022,Greene
H8390,16,NA,0,32.4,2022,Greene
R2604,2,NA,0,9.2,2022,Greene
R2604,3,NA,1.8,17.2,2022,Greene
H0111,4,NA,0,32.4,2022,Gwinnett
H0439,2,NA,0,30.4,2022,Gwinnett
H0439,12,NA,0,30.4,2022,Gwinnett
H0710,33,NA,0,32.4,2022,Gwinnett
H0710,54,NA,0,32.4,2022,Gwinnett
H1112,6,NA,0,32.4,2022,Gwinnett
H1112,33,NA,0,32.4,2022,Gwinnett
H1112,37,NA,0,0,2022,Gwinnett
H1170,8,NA,0,29,2022,Gwinnett
H1748,3,NA,0,0,2022,Gwinnett
H1748,4,NA,0,0,2022,Gwinnett
H1748,5,NA,0,32.4,2022,Gwinnett
H2228,13,NA,0,32.4,2022,Gwinnett
H2228,44,NA,0,32.4,2022,Gwinnett
H3256,1,NA,0,32.4,2022,Gwinnett
H3256,2,NA,0,32.4,2022,Gwinnett
H3291,1,NA,0,32.4,2022,Gwinnett
H3291,2,NA,0,32.4,2022,Gwinnett
H4141,3,NA,0,23.9,2022,Gwinnett
H5216,205,NA,0,28.4,2022,Gwinnett
H5216,206,NA,0,25.8,2022,Gwinnett
H5216,240,NA,0,24.2,2022,Gwinnett
H5216,242,NA,0,23,2022,Gwinnett
H5216,246,NA,0,0,2022,Gwinnett
H5302,12,NA,0,21.8,2022,Gwinnett
H5322,30,NA,0,32.4,2022,Gwinnett
H5422,7,NA,0,32.4,2022,Gwinnett
H5422,15,NA,NA,0,2022,Gwinnett
H5422,16,NA,0,32.4,2022,Gwinnett
H7173,1,NA,0,32.4,2022,Gwinnett
H7728,11,NA,0,32.4,2022,Gwinnett
H8390,15,NA,0,32.4,2022,Gwinnett
R2604,2,NA,0,9.2,2022,Gwinnett
R2604,3,NA,1.8,17.2,2022,Gwinnett
H0111,4,NA,0,32.4,2022,Habersham
H0439,2,NA,0,30.4,2022,Habersham
H0439,12,NA,0,30.4,2022,Habersham
H1112,6,NA,0,32.4,2022,Habersham
H1112,33,NA,0,32.4,2022,Habersham
H3256,1,NA,0,32.4,2022,Habersham
H3256,2,NA,0,32.4,2022,Habersham
H3291,1,NA,0,32.4,2022,Habersham
H5216,205,NA,0,28.4,2022,Habersham
H5216,206,NA,0,25.8,2022,Habersham
H8093,1,NA,0,32.4,2022,Habersham
H8093,2,NA,0,32.4,2022,Habersham
H8390,15,NA,0,32.4,2022,Habersham
R2604,2,NA,0,9.2,2022,Habersham
R2604,3,NA,1.8,17.2,2022,Habersham
H0111,4,NA,0,32.4,2022,Hall
H0439,2,NA,0,30.4,2022,Hall
H0439,12,NA,0,30.4,2022,Hall
H0710,33,NA,0,32.4,2022,Hall
H1112,6,NA,0,32.4,2022,Hall
H1112,33,NA,0,32.4,2022,Hall
H2228,13,NA,0,32.4,2022,Hall
H3256,1,NA,0,32.4,2022,Hall
H3256,2,NA,0,32.4,2022,Hall
H3291,1,NA,0,32.4,2022,Hall
H3291,2,NA,0,32.4,2022,Hall
H4141,3,NA,0,23.9,2022,Hall
H5216,205,NA,0,28.4,2022,Hall
H5216,206,NA,0,25.8,2022,Hall
H5216,242,NA,0,23,2022,Hall
H5216,246,NA,0,0,2022,Hall
H5302,13,NA,0,24.1,2022,Hall
H5322,30,NA,0,32.4,2022,Hall
R2604,2,NA,0,9.2,2022,Hall
R2604,3,NA,1.8,17.2,2022,Hall
H0111,4,NA,0,32.4,2022,Hancock
H1112,6,NA,0,32.4,2022,Hancock
H1112,33,NA,0,32.4,2022,Hancock
H3256,1,NA,0,32.4,2022,Hancock
H3256,2,NA,0,32.4,2022,Hancock
H4141,3,NA,0,23.9,2022,Hancock
H5216,205,NA,0,28.4,2022,Hancock
H5216,206,NA,0,25.8,2022,Hancock
H5216,242,NA,0,23,2022,Hancock
H5322,30,NA,0,32.4,2022,Hancock
H6672,1,NA,0,32.4,2022,Hancock
H6672,3,NA,0,0,2022,Hancock
H7728,11,NA,0,32.4,2022,Hancock
H8093,1,NA,0,32.4,2022,Hancock
H8093,2,NA,0,32.4,2022,Hancock
R2604,2,NA,0,9.2,2022,Hancock
R2604,3,NA,1.8,17.2,2022,Hancock
H0111,4,NA,0,32.4,2022,Haralson
H0710,33,NA,0,32.4,2022,Haralson
H1112,6,NA,0,32.4,2022,Haralson
H1112,33,NA,0,32.4,2022,Haralson
H3256,1,NA,0,32.4,2022,Haralson
H3256,2,NA,0,32.4,2022,Haralson
H5216,205,NA,0,28.4,2022,Haralson
H5216,206,NA,0,25.8,2022,Haralson
H5216,242,NA,0,23,2022,Haralson
H5216,246,NA,0,0,2022,Haralson
H5322,30,NA,0,32.4,2022,Haralson
H7728,11,NA,0,32.4,2022,Haralson
R2604,2,NA,0,9.2,2022,Haralson
R2604,3,NA,1.8,17.2,2022,Haralson
H0111,4,NA,0,32.4,2022,Harris
H1112,6,NA,0,32.4,2022,Harris
H1112,33,NA,0,32.4,2022,Harris
H3256,1,NA,0,32.4,2022,Harris
H3256,2,NA,0,32.4,2022,Harris
H4141,3,NA,0,23.9,2022,Harris
H5216,205,NA,0,28.4,2022,Harris
H5216,206,NA,0,25.8,2022,Harris
H5216,242,NA,0,23,2022,Harris
H5216,246,NA,0,0,2022,Harris
H5322,30,NA,0,32.4,2022,Harris
H5422,7,NA,0,32.4,2022,Harris
H7173,1,NA,0,32.4,2022,Harris
H7728,11,NA,0,32.4,2022,Harris
H8093,1,NA,0,32.4,2022,Harris
H8093,2,NA,0,32.4,2022,Harris
R2604,2,NA,0,9.2,2022,Harris
R2604,3,NA,1.8,17.2,2022,Harris
H0111,4,NA,0,32.4,2022,Hart
H1112,6,NA,0,32.4,2022,Hart
H1112,33,NA,0,32.4,2022,Hart
H3256,1,NA,0,32.4,2022,Hart
H3256,2,NA,0,32.4,2022,Hart
H4141,3,NA,0,23.9,2022,Hart
H5216,205,NA,0,28.4,2022,Hart
H5216,206,NA,0,25.8,2022,Hart
H5216,242,NA,0,23,2022,Hart
H5322,30,NA,0,32.4,2022,Hart
H6672,1,NA,0,32.4,2022,Hart
H6672,3,NA,0,0,2022,Hart
H8093,1,NA,0,32.4,2022,Hart
H8093,2,NA,0,32.4,2022,Hart
R2604,2,NA,0,9.2,2022,Hart
R2604,3,NA,1.8,17.2,2022,Hart
H0111,4,NA,0,32.4,2022,Heard
H1112,6,NA,0,32.4,2022,Heard
H1112,33,NA,0,32.4,2022,Heard
H3256,1,NA,0,32.4,2022,Heard
H3256,2,NA,0,32.4,2022,Heard
H3291,1,NA,0,32.4,2022,Heard
H4141,3,NA,0,23.9,2022,Heard
H5216,205,NA,0,28.4,2022,Heard
H5216,206,NA,0,25.8,2022,Heard
H5216,242,NA,0,23,2022,Heard
H5216,246,NA,0,0,2022,Heard
H5422,7,NA,0,32.4,2022,Heard
H6672,1,NA,0,32.4,2022,Heard
H6672,3,NA,0,0,2022,Heard
H7173,1,NA,0,32.4,2022,Heard
H7728,11,NA,0,32.4,2022,Heard
H8093,1,NA,0,32.4,2022,Heard
H8093,2,NA,0,32.4,2022,Heard
R2604,2,NA,0,9.2,2022,Heard
R2604,3,NA,1.8,17.2,2022,Heard
H0111,4,NA,0,32.4,2022,Henry
H0439,2,NA,0,30.4,2022,Henry
H0439,12,NA,0,30.4,2022,Henry
H0710,33,NA,0,32.4,2022,Henry
H1112,6,NA,0,32.4,2022,Henry
H1112,33,NA,0,32.4,2022,Henry
H1170,8,NA,0,29,2022,Henry
H2228,13,NA,0,32.4,2022,Henry
H3256,1,NA,0,32.4,2022,Henry
H3256,2,NA,0,32.4,2022,Henry
H3291,1,NA,0,32.4,2022,Henry
H4141,3,NA,0,23.9,2022,Henry
H5216,205,NA,0,28.4,2022,Henry
H5216,206,NA,0,25.8,2022,Henry
H5216,242,NA,0,23,2022,Henry
H5216,246,NA,0,0,2022,Henry
H5302,12,NA,0,21.8,2022,Henry
H5322,30,NA,0,32.4,2022,Henry
H5422,7,NA,0,32.4,2022,Henry
H5422,15,NA,NA,0,2022,Henry
H5422,16,NA,0,32.4,2022,Henry
H6672,1,NA,0,32.4,2022,Henry
H6672,3,NA,0,0,2022,Henry
H7173,1,NA,0,32.4,2022,Henry
H7728,11,NA,0,32.4,2022,Henry
H8093,1,NA,0,32.4,2022,Henry
H8093,2,NA,0,32.4,2022,Henry
H8390,15,NA,0,32.4,2022,Henry
R2604,2,NA,0,9.2,2022,Henry
R2604,3,NA,1.8,17.2,2022,Henry
H0111,4,NA,0,32.4,2022,Houston
H0710,33,NA,0,32.4,2022,Houston
H1112,6,NA,0,32.4,2022,Houston
H1112,33,NA,0,32.4,2022,Houston
H2228,13,NA,0,32.4,2022,Houston
H3256,1,NA,0,32.4,2022,Houston
H3256,2,NA,0,32.4,2022,Houston
H3291,1,NA,0,32.4,2022,Houston
H4141,3,NA,0,23.9,2022,Houston
H5216,205,NA,0,28.4,2022,Houston
H5216,206,NA,0,25.8,2022,Houston
H5216,242,NA,0,23,2022,Houston
H5302,12,NA,0,21.8,2022,Houston
H5322,30,NA,0,32.4,2022,Houston
H5422,7,NA,0,32.4,2022,Houston
H6672,1,NA,0,32.4,2022,Houston
H6672,3,NA,0,0,2022,Houston
H7728,11,NA,0,32.4,2022,Houston
H8093,1,NA,0,32.4,2022,Houston
H8093,2,NA,0,32.4,2022,Houston
H8390,16,NA,0,32.4,2022,Houston
R2604,2,NA,0,9.2,2022,Houston
R2604,3,NA,1.8,17.2,2022,Houston
H0111,4,NA,0,32.4,2022,Irwin
H1112,6,NA,0,32.4,2022,Irwin
H1112,33,NA,0,32.4,2022,Irwin
H3256,1,NA,0,32.4,2022,Irwin
H3256,2,NA,0,32.4,2022,Irwin
H3291,1,NA,0,32.4,2022,Irwin
H5216,205,NA,0,28.4,2022,Irwin
H5216,206,NA,0,25.8,2022,Irwin
H8093,1,NA,0,32.4,2022,Irwin
H8093,2,NA,0,32.4,2022,Irwin
R2604,2,NA,0,9.2,2022,Irwin
R2604,3,NA,1.8,17.2,2022,Irwin
H0111,4,NA,0,32.4,2022,Jackson
H0439,2,NA,0,30.4,2022,Jackson
H0439,12,NA,0,30.4,2022,Jackson
H0710,33,NA,0,32.4,2022,Jackson
H1112,6,NA,0,32.4,2022,Jackson
H1112,33,NA,0,32.4,2022,Jackson
H3256,1,NA,0,32.4,2022,Jackson
H3256,2,NA,0,32.4,2022,Jackson
H3291,2,NA,0,32.4,2022,Jackson
H4141,3,NA,0,23.9,2022,Jackson
H5216,205,NA,0,28.4,2022,Jackson
H5216,206,NA,0,25.8,2022,Jackson
H5216,242,NA,0,23,2022,Jackson
H5216,246,NA,0,0,2022,Jackson
H5322,30,NA,0,32.4,2022,Jackson
H8390,16,NA,0,32.4,2022,Jackson
R2604,2,NA,0,9.2,2022,Jackson
R2604,3,NA,1.8,17.2,2022,Jackson
H0111,4,NA,0,32.4,2022,Jasper
H1112,6,NA,0,32.4,2022,Jasper
H1112,33,NA,0,32.4,2022,Jasper
H3256,1,NA,0,32.4,2022,Jasper
H3256,2,NA,0,32.4,2022,Jasper
H3291,2,NA,0,32.4,2022,Jasper
H4141,3,NA,0,23.9,2022,Jasper
H5216,205,NA,0,28.4,2022,Jasper
H5216,206,NA,0,25.8,2022,Jasper
H5216,242,NA,0,23,2022,Jasper
H5216,246,NA,0,0,2022,Jasper
H5322,30,NA,0,32.4,2022,Jasper
H5422,7,NA,0,32.4,2022,Jasper
H6672,1,NA,0,32.4,2022,Jasper
H6672,3,NA,0,0,2022,Jasper
H7728,11,NA,0,32.4,2022,Jasper
H8093,1,NA,0,32.4,2022,Jasper
H8093,2,NA,0,32.4,2022,Jasper
R2604,2,NA,0,9.2,2022,Jasper
R2604,3,NA,1.8,17.2,2022,Jasper
H0111,4,NA,0,32.4,2022,Jeff Davis
H1112,6,NA,0,32.4,2022,Jeff Davis
H1112,33,NA,0,32.4,2022,Jeff Davis
H3256,1,NA,0,32.4,2022,Jeff Davis
H3256,2,NA,0,32.4,2022,Jeff Davis
H5216,205,NA,0,28.4,2022,Jeff Davis
H5216,206,NA,0,25.8,2022,Jeff Davis
H5322,30,NA,0,32.4,2022,Jeff Davis
H8093,1,NA,0,32.4,2022,Jeff Davis
H8093,2,NA,0,32.4,2022,Jeff Davis
R2604,2,NA,0,9.2,2022,Jeff Davis
R2604,3,NA,1.8,17.2,2022,Jeff Davis
H0111,4,NA,0,32.4,2022,Jefferson
H1112,6,NA,0,32.4,2022,Jefferson
H1112,33,NA,0,32.4,2022,Jefferson
H3256,1,NA,0,32.4,2022,Jefferson
H3256,2,NA,0,32.4,2022,Jefferson
H3291,1,NA,0,32.4,2022,Jefferson
H4141,3,NA,0,23.9,2022,Jefferson
H5216,205,NA,0,28.4,2022,Jefferson
H5216,206,NA,0,25.8,2022,Jefferson
H5216,242,NA,0,23,2022,Jefferson
H5322,30,NA,0,32.4,2022,Jefferson
H5422,7,NA,0,32.4,2022,Jefferson
H7728,11,NA,0,32.4,2022,Jefferson
H8093,1,NA,0,32.4,2022,Jefferson
H8093,2,NA,0,32.4,2022,Jefferson
R2604,2,NA,0,9.2,2022,Jefferson
R2604,3,NA,1.8,17.2,2022,Jefferson
H0111,4,NA,0,32.4,2022,Jenkins
H1112,6,NA,0,32.4,2022,Jenkins
H1112,33,NA,0,32.4,2022,Jenkins
H3256,1,NA,0,32.4,2022,Jenkins
H3256,2,NA,0,32.4,2022,Jenkins
H3291,1,NA,0,32.4,2022,Jenkins
H5216,205,NA,0,28.4,2022,Jenkins
H5216,206,NA,0,25.8,2022,Jenkins
H5322,30,NA,0,32.4,2022,Jenkins
H8093,1,NA,0,32.4,2022,Jenkins
H8093,2,NA,0,32.4,2022,Jenkins
R2604,2,NA,0,9.2,2022,Jenkins
R2604,3,NA,1.8,17.2,2022,Jenkins
H0111,4,NA,0,32.4,2022,Johnson
H1112,6,NA,0,32.4,2022,Johnson
H1112,33,NA,0,32.4,2022,Johnson
H3256,1,NA,0,32.4,2022,Johnson
H3256,2,NA,0,32.4,2022,Johnson
H5216,205,NA,0,28.4,2022,Johnson
H5216,206,NA,0,25.8,2022,Johnson
H5322,30,NA,0,32.4,2022,Johnson
H7728,11,NA,0,32.4,2022,Johnson
H8093,1,NA,0,32.4,2022,Johnson
H8093,2,NA,0,32.4,2022,Johnson
R2604,2,NA,0,9.2,2022,Johnson
R2604,3,NA,1.8,17.2,2022,Johnson
H0111,4,NA,0,32.4,2022,Jones
H1112,6,NA,0,32.4,2022,Jones
H1112,33,NA,0,32.4,2022,Jones
H3256,1,NA,0,32.4,2022,Jones
H3256,2,NA,0,32.4,2022,Jones
H4141,3,NA,0,23.9,2022,Jones
H5216,205,NA,0,28.4,2022,Jones
H5216,206,NA,0,25.8,2022,Jones
H5216,242,NA,0,23,2022,Jones
H5322,30,NA,0,32.4,2022,Jones
H5422,7,NA,0,32.4,2022,Jones
H6672,1,NA,0,32.4,2022,Jones
H6672,3,NA,0,0,2022,Jones
H7728,11,NA,0,32.4,2022,Jones
H8093,1,NA,0,32.4,2022,Jones
H8093,2,NA,0,32.4,2022,Jones
R2604,2,NA,0,9.2,2022,Jones
R2604,3,NA,1.8,17.2,2022,Jones
H0111,4,NA,0,32.4,2022,Lamar
H1112,6,NA,0,32.4,2022,Lamar
H1112,33,NA,0,32.4,2022,Lamar
H3256,1,NA,0,32.4,2022,Lamar
H3256,2,NA,0,32.4,2022,Lamar
H4141,3,NA,0,23.9,2022,Lamar
H5216,205,NA,0,28.4,2022,Lamar
H5216,206,NA,0,25.8,2022,Lamar
H5216,242,NA,0,23,2022,Lamar
H5216,246,NA,0,0,2022,Lamar
H5322,30,NA,0,32.4,2022,Lamar
H5422,7,NA,0,32.4,2022,Lamar
H6672,1,NA,0,32.4,2022,Lamar
H6672,3,NA,0,0,2022,Lamar
H7728,11,NA,0,32.4,2022,Lamar
H8093,1,NA,0,32.4,2022,Lamar
H8093,2,NA,0,32.4,2022,Lamar
R2604,2,NA,0,9.2,2022,Lamar
R2604,3,NA,1.8,17.2,2022,Lamar
H0111,4,NA,0,32.4,2022,Lanier
H1112,6,NA,0,32.4,2022,Lanier
H1112,33,NA,0,32.4,2022,Lanier
H3256,1,NA,0,32.4,2022,Lanier
H3256,2,NA,0,32.4,2022,Lanier
H5216,205,NA,0,28.4,2022,Lanier
H5216,206,NA,0,25.8,2022,Lanier
R2604,2,NA,0,9.2,2022,Lanier
R2604,3,NA,1.8,17.2,2022,Lanier
H0111,4,NA,0,32.4,2022,Laurens
H0710,33,NA,0,32.4,2022,Laurens
H1112,6,NA,0,32.4,2022,Laurens
H1112,33,NA,0,32.4,2022,Laurens
H2228,13,NA,0,32.4,2022,Laurens
H2228,44,NA,0,32.4,2022,Laurens
H3256,1,NA,0,32.4,2022,Laurens
H3256,2,NA,0,32.4,2022,Laurens
H4141,3,NA,0,23.9,2022,Laurens
H5216,205,NA,0,28.4,2022,Laurens
H5216,206,NA,0,25.8,2022,Laurens
H5216,242,NA,0,23,2022,Laurens
H5322,30,NA,0,32.4,2022,Laurens
H5422,7,NA,0,32.4,2022,Laurens
H7728,11,NA,0,32.4,2022,Laurens
R2604,2,NA,0,9.2,2022,Laurens
R2604,3,NA,1.8,17.2,2022,Laurens
H4141,3,NA,0,23.9,2022,Lee
H5216,205,NA,0,28.4,2022,Lee
H5216,206,NA,0,25.8,2022,Lee
H5216,242,NA,0,23,2022,Lee
H8093,1,NA,0,32.4,2022,Lee
H8093,2,NA,0,32.4,2022,Lee
R2604,2,NA,0,9.2,2022,Lee
R2604,3,NA,1.8,17.2,2022,Lee
H0111,4,NA,0,32.4,2022,Liberty
H1112,6,NA,0,32.4,2022,Liberty
H1112,33,NA,0,32.4,2022,Liberty
H4141,3,NA,0,23.9,2022,Liberty
H5216,205,NA,0,28.4,2022,Liberty
H5216,206,NA,0,25.8,2022,Liberty
H5216,242,NA,0,23,2022,Liberty
H5216,246,NA,0,0,2022,Liberty
H5302,14,NA,0,25.7,2022,Liberty
H5422,7,NA,0,32.4,2022,Liberty
H7728,11,NA,0,32.4,2022,Liberty
H8093,1,NA,0,32.4,2022,Liberty
H8093,2,NA,0,32.4,2022,Liberty
R2604,2,NA,0,9.2,2022,Liberty
R2604,3,NA,1.8,17.2,2022,Liberty
H0111,4,NA,0,32.4,2022,Lincoln
H1112,6,NA,0,32.4,2022,Lincoln
H1112,33,NA,0,32.4,2022,Lincoln
H3256,1,NA,0,32.4,2022,Lincoln
H3256,2,NA,0,32.4,2022,Lincoln
H4141,3,NA,0,23.9,2022,Lincoln
H5216,205,NA,0,28.4,2022,Lincoln
H5216,206,NA,0,25.8,2022,Lincoln
H5216,242,NA,0,23,2022,Lincoln
H5216,246,NA,0,0,2022,Lincoln
H8093,1,NA,0,32.4,2022,Lincoln
H8093,2,NA,0,32.4,2022,Lincoln
R2604,2,NA,0,9.2,2022,Lincoln
